"obs","InvEventFK","InvCount","InvName","sitetaxa","newtaxa","sing_doub","uniq_dup"
"3586",7108,"CBay13_0127",23,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3587",7125,"CBay13_0273",24,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3588",7150,"CBay13_0050",25,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3589",7159,"CBay13_0172",25,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3590",7219,"CBay13_0005",28,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3591",7335,"CBay13_0059",33,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3592",7362,"CBay13_0285",35,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3593",7376,"CBay13_0111",36,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3594",7433,"CBay13_0349",40,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3595",749,"CBay13_0129",1,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3596",7513,"CBay13_0116",47,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3597",7524,"CBay13_0162",47,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3598",7537,"CBay13_0102",48,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3599",7543,"CBay13_1618",48,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3600",7589,"CBay13_0042",55,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3601",7600,"CBay13_0068",56,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3602",7641,"CBay13_1509",60,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3603",7644,"CBay13_0052",61,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3604",7650,"CBay13_0007",62,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3605",7665,"CBay13_0009",65,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3606",7689,"CBay13_0006",70,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3607",7709,"CBay13_0084",75,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3608",7732,"CBay13_0224",80,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3609",7737,"CBay13_0017",82,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3610",7745,"CBay13_1600",83,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3611",7748,"CBay13_0179",84,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3612",7779,"CBay13_0051",90,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3613",7781,"CBay13_0109",92,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3614",7785,"CBay13_0328",93,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3615",7786,"CBay13_0020",93,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3616",7787,"CBay13_1589",93,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3617",7816,"CBay13_0115",102,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3618",7817,"CBay13_0072",102,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3619",7825,"CBay13_0212",105,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3620",7829,"CBay13_1580",106,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3621",7840,"CBay13_0144",109,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3622",7847,"CBay13_0061",113,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3623",7864,"CBay13_0356",118,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3624",7874,"CBay13_1644",122,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3625",7879,"CBay13_0205",126,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3626",7883,"CBay13_0076",126,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3627",7890,"CBay13_0200",130,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3628",7894,"CBay13_0008",133,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3629",7899,"CBay13_0024",139,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3630",7916,"CBay13_0264",150,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3631",7920,"CBay13_1533",152,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3632",7922,"CBay13_1560",152,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3633",7926,"CBay13_0113",158,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3634",7929,"CBay13_0037",161,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3635",7932,"CBay13_0269",163,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3636",7937,"CBay13_0265",167,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3637",7958,"CBay13_0171",214,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3638",7963,"CBay13_0420",229,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3639",7964,"CBay13_0018",230,"Manayunkia speciosa","Manayunkia speciosa","Manayunkia speciosa",0,0
"3640",16,"CBay13_0141",1,"Gastropoda","Marstonia lustrica","Marstonia lustrica",0,0
"3641",1219,"CBay13_0084",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3642",4492,"CBay13_0224",3,"Hydrobiidae","Marstonia lustrica","Marstonia lustrica",0,0
"3643",6875,"CBay13_0141",18,"Hydrobiidae","Marstonia lustrica","Marstonia lustrica",0,0
"3644",17,"CBay13_0141",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3645",1962,"CBay13_1652",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3646",2143,"CBay13_0015",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3647",2171,"CBay13_1554",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3648",2442,"CBay13_1505",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3649",4055,"CBay13_0135",3,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3650",4758,"CBay13_0066",4,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3651",4962,"CBay13_0102",4,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3652",5072,"CBay13_0224",4,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3653",974,"CBay13_0404",1,"Marstonia lustrica","Marstonia lustrica","Marstonia lustrica",0,0
"3655",3215,"CBay13_0273",2,"Menetus dilatatus","Menetus dilatatus","Menetus dilatatus",2,1
"3656",2102,"CBay13_0144",1,"Micropsectra","Micropsectra","Micropsectra",0,0
"3657",3012,"CBay13_0171",2,"Micropsectra","Micropsectra","Micropsectra",0,0
"3658",3943,"CBay13_1517",2,"Micropsectra","Micropsectra","Micropsectra",0,0
"3659",3896,"CBay13_1526",2,"Chironomidae","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3660",2804,"CBay13_0008",1,"Chironomini","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3661",7026,"CBay13_0008",21,"Chironomini","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3662",7510,"CBay13_1656",46,"Chironomini","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3663",7609,"CBay13_0072",57,"Chironomini","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3664",612,"CBay13_0193",1,"Microtendipes","Microtendipes","Microtendipes pedellus group",0,0
"3665",644,"CBay13_0328",1,"Microtendipes","Microtendipes","Microtendipes pedellus group",0,0
"3666",1047,"CBay13_0308",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3667",1212,"CBay13_0102",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3668",1223,"CBay13_0084",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3669",1233,"CBay13_0068",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3670",1568,"CBay13_1518",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3671",1580,"CBay13_0158",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3672",2236,"CBay13_1589",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3673",2478,"CBay13_1644",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3674",2520,"CBay13_1599",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3675",2583,"CBay13_1514",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3676",2613,"CBay13_1614",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3677",2779,"CBay13_0045",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3678",2805,"CBay13_0008",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3679",2821,"CBay13_1622",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3680",340,"CBay13_0116",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3681",4261,"CBay13_0008",3,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3682",4621,"CBay13_1609",3,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3683",4918,"CBay13_0404",4,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3684",5110,"CBay13_1656",4,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3685",5541,"CBay13_1526",5,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3686",6590,"CBay13_0072",13,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3687",6640,"CBay13_1598",13,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3688",6927,"CBay13_1550",18,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3689",866,"CBay13_0005",1,"Microtendipes pedellus group","Microtendipes pedellus group","Microtendipes pedellus group",0,0
"3690",488,"CBay13_0107",1,"Microtendipes/Apedilum","Microtendipes/Apedilum","Microtendipes pedellus group",0,0
"3691",3789,"CBay13_1617",2,"Mideopsis","Mideopsis","Mideopsis",0,0
"3692",408,"CBay13_0073",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3693",989,"CBay13_0212",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3694",3247,"CBay13_0052",2,"Acariformes","Mideopsis","Mideopsis",0,0
"3695",1014,"CBay13_0072",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3696",1053,"CBay13_0052",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3697",1562,"CBay13_1518",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3698",1640,"CBay13_0200",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3699",1648,"CBay13_0200",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3700",1808,"CBay13_0048",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3701",2697,"CBay13_1527",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3702",2714,"CBay13_1591",1,"Mideopsis","Mideopsis","Mideopsis",0,0
"3703",670,"CBay13_0013",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3704",839,"CBay13_0037",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3705",3616,"CBay13_1600",2,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3706",4338,"CBay13_0318",3,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3707",1136,"CBay13_0101",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3708",2856,"CBay13_0057",2,"Molanna","Molanna","Molanna flavicornis",0,0
"3709",3537,"CBay13_0296",2,"Molanna","Molanna","Molanna flavicornis",0,0
"3710",355,"CBay13_0090",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3711",3615,"CBay13_1600",2,"Molanna","Molanna flavicornis","Molanna flavicornis",0,0
"3712",377,"CBay13_0114",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3713",4743,"CBay13_0045",3,"Molanna","Molanna","Molanna flavicornis",0,0
"3714",618,"CBay13_0264",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3715",851,"CBay13_0050",1,"Molanna","Molanna","Molanna flavicornis",0,0
"3716",1191,"CBay13_0166",1,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3717",1200,"CBay13_0102",1,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3718",1266,"CBay13_0113",1,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3719",2975,"CBay13_0061",2,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3720",3593,"CBay13_0224",2,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3721",4913,"CBay13_0420",4,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3722",4994,"CBay13_0064",4,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3723",506,"CBay13_0139",1,"Molanna flavicornis","Molanna flavicornis","Molanna flavicornis",0,0
"3724",3584,"CBay13_0020",2,"Molannidae","Molannidae","Molanna flavicornis",0,0
"3725",3598,"CBay13_0048",2,"Molannidae","Molannidae","Molanna flavicornis",0,0
"3726",1872,"CBay13_1552",1,"Monodiamesa bathyphila","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3727",2070,"CBay13_1629",1,"Monodiamesa bathyphila","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3728",306,"CBay13_0341",1,"Monodiamesa bathyphila","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3729",3444,"CBay13_0231",2,"Monodiamesa bathyphila","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3730",4404,"CBay13_0238",3,"Monodiamesa bathyphila","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3731",1503,"CBay13_0238",1,"Monodiamesa","Monodiamesa bathyphila","Monodiamesa bathyphila",0,0
"3732",2329,"CBay13_0158",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3733",2371,"CBay13_1564",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3734",2423,"CBay13_1625",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3735",288,"CBay13_0085",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3736",4584,"CBay13_1538",3,"Monodiamesa","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3737",4626,"CBay13_1593",3,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3738",4933,"CBay13_0161",4,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3739",3552,"CBay13_0140",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3740",3756,"CBay13_1554",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3741",3908,"CBay13_1542",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3742",3921,"CBay13_1614",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3743",44,"CBay13_0066",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3744",4588,"CBay13_1522",3,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3745",4692,"CBay13_1542",3,"Chironomidae","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3746",4937,"CBay13_0097",4,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3747",4939,"CBay13_0353",4,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3748",5202,"CBay13_1614",4,"Monodiamesa","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3749",1516,"CBay13_0126",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3750",1637,"CBay13_0136",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3751",1826,"CBay13_0288",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3752",1858,"CBay13_1600",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3753",1927,"CBay13_1581",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3754",1995,"CBay13_0351",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3755",2023,"CBay13_1656",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3756",2164,"CBay13_1618",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3757",2186,"CBay13_1538",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3758",2234,"CBay13_1589",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3759",2250,"CBay13_1617",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3760",2349,"CBay13_1532",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3761",2539,"CBay13_1631",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3762",2599,"CBay13_1598",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3763",2628,"CBay13_1550",1,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3764",2984,"CBay13_0061",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3765",3212,"CBay13_0285",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3766",3255,"CBay13_0417",2,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3767",1094,"CBay13_0100",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3768",1590,"CBay13_0150",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3769",2046,"CBay13_1594",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3770",2154,"CBay13_0127",1,"Monodiamesa","Monodiamesa","Monodiamesa depectinata",0,0
"3771",5096,"CBay13_1585",4,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3772",5426,"CBay13_0174",5,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3773",5533,"CBay13_1505",5,"Monodiamesa depectinata","Monodiamesa depectinata","Monodiamesa depectinata",0,0
"3774",716,"CBay13_0060",1,"Prodiamesinae","Prodiamesinae","Monodiamesa depectinata",0,0
"3775",1922,"CBay13_1581",1,"Monodiamesa","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3776",1679,"CBay13_0022",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3777",1924,"CBay13_1581",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3778",212,"CBay13_0115",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3779",2540,"CBay13_1631",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3780",2657,"CBay13_1551",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3781",2676,"CBay13_1517",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3782",2684,"CBay13_1575",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3783",2706,"CBay13_1603",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3784",2709,"CBay13_1619",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3785",2713,"CBay13_1555",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3786",392,"CBay13_0070",1,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3787",3945,"CBay13_1604",2,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3788",3949,"CBay13_1607",2,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3789",5115,"CBay13_1629",4,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3790",5547,"CBay13_1540",5,"Monodiamesa tuberculata","Monodiamesa tuberculata","Monodiamesa tuberculata",0,0
"3791",507,"CBay13_0139",1,"Muscidae","Muscidae","Muscidae",1,1
"3792",4857,"CBay13_0017",4,"Musculium","Musculium partumeium","Musculium partumeium",0,0
"3793",2963,"CBay13_0006",2,"Musculium partumeium","Musculium partumeium","Musculium partumeium",0,0
"3794",3043,"CBay13_0017",2,"Musculium partumeium","Musculium partumeium","Musculium partumeium",0,0
"3795",3174,"CBay13_0005",2,"Musculium partumeium","Musculium partumeium","Musculium partumeium",0,0
"3796",841,"CBay13_0037",1,"Musculium partumeium","Musculium partumeium","Musculium partumeium",0,0
"3797",4824,"CBay13_0061",4,"Musculium securis","Musculium securis","Musculium securis",0,2
"3798",4370,"CBay13_0016",3,"Musculium securis","Musculium securis","Musculium securis",0,2
"3800",2125,"CBay13_0056",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3801",3079,"CBay13_0356",2,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3802",3216,"CBay13_0273",2,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3803",3321,"CBay13_0084",2,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3804",3328,"CBay13_0068",2,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3805",4249,"CBay13_0404",3,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3806",5472,"CBay13_1580",5,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3807",624,"CBay13_0264",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3808",743,"CBay13_0001",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3809",904,"CBay13_0277",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3810",918,"CBay13_0197",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3811",1026,"CBay13_0180",1,"Pisidiidae","Musculium","Musculium transversum",0,0
"3812",7520,"CBay13_0308",47,"Pisidiidae","Musculium","Musculium transversum",0,0
"3813",7534,"CBay13_0051",48,"Pisidiidae","Musculium","Musculium transversum",0,0
"3814",1440,"CBay13_0111",1,"Musculium","Musculium","Musculium transversum",0,0
"3815",2447,"CBay13_1505",1,"Musculium","Musculium","Musculium transversum",0,0
"3816",2844,"CBay13_0066",2,"Musculium","Musculium","Musculium transversum",0,0
"3817",3591,"CBay13_0224",2,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3818",1025,"CBay13_0180",1,"Musculium","Musculium","Musculium transversum",0,0
"3819",1422,"CBay13_0104",1,"Musculium","Musculium","Musculium transversum",0,0
"3820",2103,"CBay13_0120",1,"Musculium","Musculium","Musculium transversum",0,0
"3821",221,"CBay13_0051",1,"Musculium","Musculium","Musculium transversum",0,0
"3822",2224,"CBay13_1589",1,"Musculium","Musculium","Musculium transversum",0,0
"3823",2276,"CBay13_1545",1,"Musculium","Musculium","Musculium transversum",0,0
"3824",2999,"CBay13_0014",2,"Musculium","Musculium","Musculium transversum",0,0
"3825",3060,"CBay13_0193",2,"Musculium","Musculium","Musculium transversum",0,0
"3826",3316,"CBay13_0102",2,"Musculium","Musculium","Musculium transversum",0,0
"3827",3414,"CBay13_0104",2,"Musculium","Musculium","Musculium transversum",0,0
"3828",3508,"CBay13_0200",2,"Musculium","Musculium","Musculium transversum",0,0
"3829",3553,"CBay13_0076",2,"Musculium","Musculium","Musculium transversum",0,0
"3830",3554,"CBay13_0076",2,"Musculium","Musculium","Musculium transversum",0,0
"3831",3733,"CBay13_0079",2,"Musculium","Musculium","Musculium transversum",0,0
"3832",4216,"CBay13_0034",3,"Musculium","Musculium","Musculium transversum",0,0
"3833",4250,"CBay13_0404",3,"Musculium","Musculium transversum","Musculium transversum",0,0
"3834",4304,"CBay13_0007",3,"Musculium","Musculium","Musculium transversum",0,0
"3835",4313,"CBay13_0068",3,"Musculium","Musculium transversum","Musculium transversum",0,0
"3836",4341,"CBay13_0318",3,"Musculium","Musculium","Musculium transversum",0,0
"3837",4381,"CBay13_0047",3,"Musculium","Musculium","Musculium transversum",0,0
"3838",4927,"CBay13_0308",4,"Musculium","Musculium","Musculium transversum",0,0
"3839",4974,"CBay13_0113",4,"Musculium","Musculium","Musculium transversum",0,0
"3840",5294,"CBay13_0073",5,"Musculium","Musculium","Musculium transversum",0,0
"3841",5498,"CBay13_0144",5,"Musculium","Musculium","Musculium transversum",0,0
"3842",5669,"CBay13_0018",6,"Musculium","Musculium","Musculium transversum",0,0
"3843",5811,"CBay13_0114",7,"Musculium","Musculium","Musculium transversum",0,0
"3844",5925,"CBay13_1580",7,"Musculium","Musculium transversum","Musculium transversum",0,0
"3845",5998,"CBay13_0135",8,"Musculium","Musculium","Musculium transversum",0,0
"3846",6056,"CBay13_0166",8,"Musculium","Musculium","Musculium transversum",0,0
"3847",606,"CBay13_0193",1,"Musculium","Musculium","Musculium transversum",0,0
"3848",6179,"CBay13_0002",9,"Musculium","Musculium","Musculium transversum",0,0
"3849",625,"CBay13_0264",1,"Musculium","Musculium transversum","Musculium transversum",0,0
"3850",6538,"CBay13_1600",12,"Musculium","Musculium","Musculium transversum",0,0
"3851",6672,"CBay13_0308",14,"Musculium","Musculium","Musculium transversum",0,0
"3852",720,"CBay13_0021",1,"Musculium","Musculium","Musculium transversum",0,0
"3853",853,"CBay13_0050",1,"Musculium","Musculium","Musculium transversum",0,0
"3854",1803,"CBay13_0048",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
"3855",2120,"CBay13_0059",1,"Musculium transversum","Musculium transversum","Musculium transversum",0,0
